#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0033277	Abortive mitotic cell cycle	2	2	2.9	0.0013	9606.ENSP00000391592,9606.ENSP00000489597	PTPN6,PTPN11
GO:0050852	T cell receptor signaling pathway	4	103	1.49	0.0013	9606.ENSP00000324890,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000497102	CD28,CD8A,PTPN6,CTLA4
GO:1903557	Positive regulation of tumor necrosis factor superfamily cytokine production	4	105	1.48	0.0013	9606.ENSP00000229135,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000489597	IFNG,CD86,LGALS9,PTPN11
GO:0045595	Regulation of cell differentiation	10	1582	0.7	0.0016	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,LGALS9,PTPN6,PTPN11,CTLA4
GO:0008284	Positive regulation of cell population proliferation	8	945	0.82	0.0019	9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592	IFNG,CD80,CD28,CD86,CD274,LGALS9,PDCD1LG2,PTPN6
GO:0050730	Regulation of peptidyl-tyrosine phosphorylation	5	259	1.18	0.0022	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,CD80,PTPN6,PTPN11
GO:0046649	Lymphocyte activation	6	457	1.01	0.0024	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000386559,9606.ENSP00000391592	CD4,LAG3,CD28,CD86,CD8A,PTPN6
GO:0098542	Defense response to other organism	8	989	0.8	0.0025	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	CD4,LAG3,IFNG,LGALS9,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D
GO:0006958	Complement activation, classical pathway	3	40	1.77	0.0026	9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	LOC102723407,IGHV3-16,IGHV3-43D
GO:0032733	Positive regulation of interleukin-10 production	3	40	1.77	0.0026	9606.ENSP00000324890,9606.ENSP00000370989,9606.ENSP00000378856	CD28,CD274,LGALS9
GO:0007165	Signal transduction	16	4714	0.43	0.0029	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,CD274,LGALS9,PDCD1LG2,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,PTPN11,CTLA4
GO:0045087	Innate immune response	7	754	0.86	0.0037	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	LAG3,IFNG,LGALS9,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D
GO:0045590	Negative regulation of regulatory T cell differentiation	2	5	2.5	0.0037	9606.ENSP00000203629,9606.ENSP00000497102	LAG3,CTLA4
GO:0042110	T cell activation	5	298	1.12	0.0039	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000324890,9606.ENSP00000386559,9606.ENSP00000391592	CD4,LAG3,CD28,CD8A,PTPN6
GO:0032675	Regulation of interleukin-6 production	4	151	1.32	0.0046	9606.ENSP00000229135,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	IFNG,LGALS9,PTPN6,PTPN11
GO:0006911	Phagocytosis, engulfment	3	51	1.67	0.0048	9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	LOC102723407,IGHV3-16,IGHV3-43D
GO:0032496	Response to lipopolysaccharide	5	314	1.1	0.0048	9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855	CD80,CD86,CD274,LGALS9,PDCD1LG2
GO:0048522	Positive regulation of cellular process	17	5584	0.38	0.0049	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,ICOS,CD28,CD86,PDCD1,CD274,LGALS9,PDCD1LG2,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,PTPN11,CTLA4
GO:0032680	Regulation of tumor necrosis factor production	4	164	1.28	0.0060	9606.ENSP00000229135,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	IFNG,LGALS9,PTPN6,PTPN11
GO:0002460	Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4	169	1.27	0.0066	9606.ENSP00000386559,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	CD8A,LOC102723407,IGHV3-16,IGHV3-43D
GO:0002706	Regulation of lymphocyte mediated immunity	4	176	1.25	0.0075	9606.ENSP00000203629,9606.ENSP00000324890,9606.ENSP00000378856,9606.ENSP00000391592	LAG3,CD28,LGALS9,PTPN6
GO:0048524	Positive regulation of viral process	3	62	1.58	0.0076	9606.ENSP00000011653,9606.ENSP00000324890,9606.ENSP00000378856	CD4,CD28,LGALS9
GO:1903556	Negative regulation of tumor necrosis factor superfamily cytokine production	3	63	1.57	0.0080	9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000391592	CD274,LGALS9,PTPN6
GO:0002831	Regulation of response to biotic stimulus	5	361	1.04	0.0084	9606.ENSP00000203629,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	LAG3,CD274,LGALS9,PTPN6,PTPN11
GO:0050777	Negative regulation of immune response	4	185	1.23	0.0088	9606.ENSP00000335062,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000497102	PDCD1,LGALS9,PTPN6,CTLA4
GO:0033007	Negative regulation of mast cell activation involved in immune response	2	10	2.2	0.0099	9606.ENSP00000378856,9606.ENSP00000391592	LGALS9,PTPN6
GO:2000563	Positive regulation of CD4-positive, alpha-beta T cell proliferation	2	10	2.2	0.0099	9606.ENSP00000324890,9606.ENSP00000378856	CD28,LGALS9
GO:0050731	Positive regulation of peptidyl-tyrosine phosphorylation	4	194	1.21	0.0102	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000489597	CD4,IFNG,CD80,PTPN11
GO:0050793	Regulation of developmental process	11	2492	0.54	0.0104	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,PDCD1,LGALS9,PTPN6,PTPN11,CTLA4
GO:0071222	Cellular response to lipopolysaccharide	4	195	1.21	0.0104	9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000380855	CD80,CD86,CD274,PDCD1LG2
GO:0031347	Regulation of defense response	6	638	0.87	0.0117	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	LAG3,IFNG,CD28,LGALS9,PTPN6,PTPN11
GO:0046598	Positive regulation of viral entry into host cell	2	12	2.12	0.0131	9606.ENSP00000011653,9606.ENSP00000378856	CD4,LGALS9
GO:0030097	Hemopoiesis	6	655	0.86	0.0132	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,CD28,CD8A,PTPN6,PTPN11
GO:0032101	Regulation of response to external stimulus	7	964	0.76	0.0139	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000262102,9606.ENSP00000324890,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	LAG3,IFNG,MTUS1,CD28,LGALS9,PTPN6,PTPN11
GO:0045088	Regulation of innate immune response	4	238	1.12	0.0206	9606.ENSP00000203629,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	LAG3,LGALS9,PTPN6,PTPN11
GO:0032755	Positive regulation of interleukin-6 production	3	98	1.38	0.0242	9606.ENSP00000229135,9606.ENSP00000378856,9606.ENSP00000489597	IFNG,LGALS9,PTPN11
GO:0030220	Platelet formation	2	18	1.94	0.0250	9606.ENSP00000391592,9606.ENSP00000489597	PTPN6,PTPN11
GO:0032760	Positive regulation of tumor necrosis factor production	3	101	1.37	0.0259	9606.ENSP00000229135,9606.ENSP00000378856,9606.ENSP00000489597	IFNG,LGALS9,PTPN11
GO:0031341	Regulation of cell killing	3	102	1.37	0.0265	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000378856	LAG3,IFNG,LGALS9
GO:0030099	Myeloid cell differentiation	4	263	1.08	0.0283	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,PTPN6,PTPN11
GO:0002507	Tolerance induction	2	20	1.9	0.0297	9606.ENSP00000319476,9606.ENSP00000378856	ICOS,LGALS9
GO:0002643	Regulation of tolerance induction	2	20	1.9	0.0297	9606.ENSP00000335062,9606.ENSP00000370989	PDCD1,CD274
GO:0046718	Viral entry into host cell	3	107	1.34	0.0297	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000332049	CD4,CD80,CD86
GO:0002824	Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3	110	1.33	0.0317	9606.ENSP00000011653,9606.ENSP00000324890,9606.ENSP00000370989	CD4,CD28,CD274
GO:0032693	Negative regulation of interleukin-10 production	2	21	1.88	0.0317	9606.ENSP00000370989,9606.ENSP00000380855	CD274,PDCD1LG2
GO:0043065	Positive regulation of apoptotic process	5	507	0.89	0.0325	9606.ENSP00000229135,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000497102	IFNG,PDCD1,CD274,LGALS9,CTLA4
GO:0035855	Megakaryocyte development	2	22	1.86	0.0338	9606.ENSP00000391592,9606.ENSP00000489597	PTPN6,PTPN11
GO:0045624	Positive regulation of T-helper cell differentiation	2	22	1.86	0.0338	9606.ENSP00000264246,9606.ENSP00000332049	CD80,CD86
GO:0034097	Response to cytokine	6	804	0.77	0.0339	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,CD274,LGALS9,PTPN6,PTPN11
GO:0070372	Regulation of ERK1 and ERK2 cascade	4	299	1.02	0.0418	9606.ENSP00000011653,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	CD4,LGALS9,PTPN6,PTPN11
GO:0071310	Cellular response to organic substance	9	2019	0.55	0.0432	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,CD80,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11
GO:0042742	Defense response to bacterium	4	306	1.01	0.0451	9606.ENSP00000011653,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	CD4,LOC102723407,IGHV3-16,IGHV3-43D
GO:0048523	Negative regulation of cellular process	14	4736	0.37	0.0466	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,IFNG,CD80,LGALS9B,CD28,LGALS9C,CD86,PDCD1,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11,CTLA4
