#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:2000026	Regulation of multicellular organismal development	9	1389	0.78	0.00079	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,CD28,CD86,FOXP3,PTPN11,CTLA4
GO:0002660	Positive regulation of peripheral tolerance induction	2	2	2.97	0.00085	9606.ENSP00000365380,9606.ENSP00000370989	FOXP3,CD274
GO:0043372	Positive regulation of CD4-positive, alpha-beta T cell differentiation	3	33	1.93	0.00092	9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000365380	CD80,CD86,FOXP3
GO:0002699	Positive regulation of immune effector process	5	264	1.25	0.00096	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380	LAG3,CD80,CD28,CD86,FOXP3
GO:0048522	Positive regulation of cellular process	16	5584	0.43	0.00096	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,ICOS,CD28,CD86,PDCD1,FOXP3,CD274,PDCD1LG2,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0045622	Regulation of T-helper cell differentiation	3	42	1.83	0.0017	9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000365380	CD80,CD86,FOXP3
GO:0050864	Regulation of B cell activation	4	140	1.43	0.0018	9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000481152,9606.ENSP00000497102	CD28,FOXP3,IGHV3-43D,CTLA4
GO:0045595	Regulation of cell differentiation	9	1582	0.73	0.0020	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,CD28,CD86,FOXP3,PTPN11,CTLA4
GO:0032675	Regulation of interleukin-6 production	4	151	1.4	0.0023	9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000489597	STAT3,HAVCR2,FOXP3,PTPN11
GO:0045581	Negative regulation of T cell differentiation	3	47	1.78	0.0023	9606.ENSP00000203629,9606.ENSP00000365380,9606.ENSP00000497102	LAG3,FOXP3,CTLA4
GO:0050896	Response to stimulus	18	7835	0.33	0.0023	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000333919,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,ICOS,CD28,CD86,BTLA,PDCD1,FOXP3,CD274,PDCD1LG2,CD8A,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0045590	Negative regulation of regulatory T cell differentiation	2	5	2.57	0.0025	9606.ENSP00000203629,9606.ENSP00000497102	LAG3,CTLA4
GO:0002449	Lymphocyte mediated immunity	4	159	1.37	0.0027	9606.ENSP00000203629,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000481152	LAG3,FOXP3,CD8A,IGHV3-43D
GO:0032680	Regulation of tumor necrosis factor production	4	164	1.36	0.0030	9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000489597	STAT3,HAVCR2,FOXP3,PTPN11
GO:0002517	T cell tolerance induction	2	6	2.5	0.0032	9606.ENSP00000319476,9606.ENSP00000365380	ICOS,FOXP3
GO:0002460	Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4	169	1.35	0.0033	9606.ENSP00000264657,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000481152	STAT3,FOXP3,CD8A,IGHV3-43D
GO:0002831	Regulation of response to biotic stimulus	5	361	1.11	0.0036	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000489597	LAG3,HAVCR2,FOXP3,CD274,PTPN11
GO:0002706	Regulation of lymphocyte mediated immunity	4	176	1.33	0.0037	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000365380	LAG3,HAVCR2,CD28,FOXP3
GO:0045066	Regulatory T cell differentiation	2	7	2.43	0.0040	9606.ENSP00000324890,9606.ENSP00000365380	CD28,FOXP3
GO:1902107	Positive regulation of leukocyte differentiation	4	181	1.32	0.0041	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000365380	CD4,CD80,CD86,FOXP3
GO:0031347	Regulation of defense response	6	638	0.95	0.0043	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000430950,9606.ENSP00000489597	LAG3,HAVCR2,CD28,FOXP3,IDO1,PTPN11
GO:0032101	Regulation of response to external stimulus	7	964	0.83	0.0044	9606.ENSP00000203629,9606.ENSP00000262102,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000430950,9606.ENSP00000489597	LAG3,MTUS1,HAVCR2,CD28,FOXP3,IDO1,PTPN11
GO:0048523	Negative regulation of cellular process	14	4736	0.44	0.0044	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,CD80,STAT3,HAVCR2,CD28,CD86,PDCD1,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1,PTPN11,CTLA4
GO:0050777	Negative regulation of immune response	4	185	1.31	0.0044	9606.ENSP00000312002,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000497102	HAVCR2,PDCD1,FOXP3,CTLA4
GO:1903556	Negative regulation of tumor necrosis factor superfamily cytokine production	3	63	1.65	0.0045	9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000370989	HAVCR2,FOXP3,CD274
GO:0035710	CD4-positive, alpha-beta T cell activation	3	64	1.64	0.0047	9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000365380	STAT3,CD28,FOXP3
GO:0030097	Hemopoiesis	6	655	0.93	0.0048	9606.ENSP00000011653,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000489597	CD4,STAT3,CD28,FOXP3,CD8A,PTPN11
GO:0002666	Positive regulation of T cell tolerance induction	2	9	2.32	0.0057	9606.ENSP00000365380,9606.ENSP00000430950	FOXP3,IDO1
GO:0035739	CD4-positive, alpha-beta T cell proliferation	2	9	2.32	0.0057	9606.ENSP00000324890,9606.ENSP00000365380	CD28,FOXP3
GO:0042098	T cell proliferation	3	72	1.59	0.0063	9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000430950	CD28,FOXP3,IDO1
GO:0002676	Regulation of chronic inflammatory response	2	10	2.27	0.0066	9606.ENSP00000365380,9606.ENSP00000430950	FOXP3,IDO1
GO:0002637	Regulation of immunoglobulin production	3	76	1.57	0.0072	9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380	CD28,CD86,FOXP3
GO:0050794	Regulation of cellular process	20	11025	0.23	0.0082	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000262102,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000333919,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,MTUS1,CD80,STAT3,HAVCR2,ICOS,CD28,CD86,BTLA,PDCD1,FOXP3,CD274,PDCD1LG2,CD8A,TIGIT,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0050793	Regulation of developmental process	10	2492	0.58	0.0090	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,CD28,CD86,PDCD1,FOXP3,PTPN11,CTLA4
GO:1901700	Response to oxygen-containing compound	8	1547	0.69	0.0105	9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950	CD80,STAT3,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1
GO:0048302	Regulation of isotype switching to IgG isotypes	2	14	2.13	0.0114	9606.ENSP00000324890,9606.ENSP00000365380	CD28,FOXP3
GO:2000562	Negative regulation of CD4-positive, alpha-beta T cell proliferation	2	14	2.13	0.0114	9606.ENSP00000365380,9606.ENSP00000370989	FOXP3,CD274
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	2	15	2.1	0.0127	9606.ENSP00000264657,9606.ENSP00000365380	STAT3,FOXP3
GO:0032760	Positive regulation of tumor necrosis factor production	3	101	1.45	0.0150	9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000489597	STAT3,HAVCR2,PTPN11
GO:0010033	Response to organic substance	10	2692	0.54	0.0159	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000489597	CD4,CD80,STAT3,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1,PTPN11
GO:0002830	Positive regulation of type 2 immune response	2	18	2.02	0.0168	9606.ENSP00000332049,9606.ENSP00000430950	CD86,IDO1
GO:0046718	Viral entry into host cell	3	107	1.42	0.0171	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000332049	CD4,CD80,CD86
GO:0002837	Regulation of immune response to tumor cell	2	20	1.97	0.0198	9606.ENSP00000312002,9606.ENSP00000370989	HAVCR2,CD274
GO:0031349	Positive regulation of defense response	4	296	1.1	0.0204	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000430950	LAG3,HAVCR2,CD28,IDO1
GO:0002708	Positive regulation of lymphocyte mediated immunity	3	116	1.38	0.0208	9606.ENSP00000203629,9606.ENSP00000324890,9606.ENSP00000365380	LAG3,CD28,FOXP3
GO:0045624	Positive regulation of T-helper cell differentiation	2	22	1.93	0.0228	9606.ENSP00000264246,9606.ENSP00000332049	CD80,CD86
GO:0051093	Negative regulation of developmental process	6	933	0.78	0.0258	9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,STAT3,PDCD1,FOXP3,PTPN11,CTLA4
GO:0006952	Defense response	7	1394	0.67	0.0322	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000430950,9606.ENSP00000481152	CD4,LAG3,STAT3,HAVCR2,FOXP3,IDO1,IGHV3-43D
GO:0002825	Regulation of T-helper 1 type immune response	2	31	1.78	0.0408	9606.ENSP00000264246,9606.ENSP00000312002	CD80,HAVCR2
GO:0002456	T cell mediated immunity	2	33	1.75	0.0455	9606.ENSP00000365380,9606.ENSP00000386559	FOXP3,CD8A
GO:1901701	Cellular response to oxygen-containing compound	6	1057	0.73	0.0467	9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000380855	CD80,STAT3,HAVCR2,CD86,CD274,PDCD1LG2
GO:0045596	Negative regulation of cell differentiation	5	685	0.84	0.0470	9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000365380,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,STAT3,FOXP3,PTPN11,CTLA4
GO:0051247	Positive regulation of protein metabolic process	7	1512	0.64	0.0499	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000489597	CD4,CD80,STAT3,CD28,CD86,FOXP3,PTPN11
